tx_id,fund_id
T51C708F7D7BC,IE00BYX5NK04
T292B58D176C6,LU0252964944
T5AC2453A922C,IE00BYX5NK04
TE4433069EB82,LU0252964944
TC5D248F7ED0C,LU0252964944
TB75837F84F6E,LU0252964944
T68222BC8D4DF,LU0252964944
T4587EAB4159D,ES0110119031
T3BE1EEF7D828,ES0110119031
TF770E4C7773A,LU0252964944
T178F04EF0565,IE00BYX5NK04
T1D5F2C879071,LU0252964944
T4E57A637707E,IE00BYX5NK04
T4BEB5A38CAA8,LU0252964944
T0149C7B0506E,LU0303706948
T3D0F3398C1E6,ES0172242002
TC69239B1CE14,ES0110119031
TBA55E2ECD1BE,IE00BFPM9N11
T070B7A92AF61,IE00BFPM9N11
TBB90E8E0008B,ES0172242002
TC9BB1022E5ED,ES0172242002
TA1C0AF5B07AC,IE00BD0NCN62
T37594DFE9CEC,ES0172242002
T7CD356CE6712,IE00BFPM9N11
TD3217E9D6D12,IE00BFPM9N11
T5E7C57F9ECC0,ES0172242002
T312DE5CFB04D,LU0303706948
T109C69CB1DD2,ES0172242002
T2B1D1934885F,IE00BFPM9N11
T36AA0FE286C8,IE00BFPM9N11
T6124F496873B,IE00BFPM9N11
T6A8BFA16D908,IE00BD0NCN62
T50D372E23A7C,IE00BFPM9N11
TF5FADD53E2F4,LU0303706948
T2E0F398CE248,ES0172242002
T289BBAF72066,IE00BFPM9N11
T5E4E08D5689E,IE00BFPM9N11
T4C49DF11AD1A,IE00BFPM9N11
TB2DF043C45E2,IE00BD0NCN62
TB413720ECED0,ES0172242002
T56227F040559,IE00BFPM9N11
TEA850EEBF8D8,ES0172242002
T4425859825DB,IE00BFPM9N11
T9BF01B649708,IE00BFPM9N11
TE1D2729817AA,IE00BYX5NK04
TC5B1DAD8CCDE,IE00BFPM9N11
T472259D20799,IE00BFPM9N11
T787EDEFAA234,ES0172242002
TF05C82570279,IE00BFPM9N11
T7ABFC744DC6D,IE00BFPM9N11
T776F0D042180,ES0110119031
T5BCC947DC5FA,IE00BFPM9N11
T8B36B48B2F37,ES0172242002
T3A150E2B5BB7,IE00BFPM9N11
TD0B6E2F44C59,ES0172242002
TAD9A131952E4,ES0172242002
T40C8EA8058D8,IE00BFPM9N11
TA5BE5B10C10F,IE00BFPM9N11
TAB741F46F71C,IE00BFPM9N11
T8E73A8D0B2EA,IE00BFPM9N11
T4CF93146E908,IE00BFPM9N11
TF54AA6B95DB6,IE00BYX5M476
TD37F427DCC1F,IE00BYX5M476
T5B32E937FE97,IE00BYX5M476
T00B168091EC3,ES0172242002
T63798E29284B,ES0172242002
TDA9AC82C1DE7,ES0172242002
T52DA1699B4B4,ES0172242002
T869437110739,IE00BYX5M476
T46ECC7097EFA,ES0172242002
TB150EA43928C,IE00BYX5M476
TBCCEFCEAE122,ES0172242002
TC5A977880218,IE00BYX5M476
TFD09F4E3489F,ES0172242002
TCC1384C8795E,IE00BYX5M476
T4B0D5B376DC1,IE00BYX5M476
TDBB1894BC077,IE00BYX5M476
T4134C2A2CF3C,ES0172242002
T67649DB58D7F,IE00BYX5M476
TF789CF7E3FA1,ES0110119031
TC6F7158C0D91,ES0110119031
T7CB93D776210,LU0303706948
TC5885C33991C,LU0303706948
TFE3DB552B69C,ES0110119031
T1047945C8149,ES0110119031
T4FB620534BED,ES0110119031
TA20920FA5FC7,ES0110119031
T07F283AC3C55,ES0110119031
T5F0E18CB79B7,ES0110119031
T3F656B07488A,LU0252964944
TAA7A6A30655D,ES0110119031
T3B1BC6F4ACE9,ES0110119031
TAA8E44A99937,LU0252964944
TBE0877C1DC00,ES0110119031
T19FE520F3A71,ES0110119031
TCA9A619701AE,ES0110119031
TAF46684E6D96,LU0252964944
T3BB62037DEF6,LU0252964944
T4C379D4DA308,IE00BFPM9N11
T85B70692281A,LU0252964944
TB4060B417EB5,LU2349459045
TA26FFFDD2118,LU0252964944
T6A9941F6F0C0,IE00BFPM9N11
TC794A568325F,LU0252964944
T7D72903EB662,LU0252964944
TBB9B3D733EA4,LU0252964944
T3567EB92ABF7,IE00BFPM9N11
TF37C984DB468,LU0252964944
TC00C1F20225E,LU0252964944
T2AC308432C69,LU0252964944
TFC0DFAEF1FA1,LU2349459045
T520B175D8411,IE00BFPM9N11
TDC329823A51A,LU2349459045
T5E8287DDF28B,LU0252964944
TFB211A395380,LU0252964944
T5C7E6626C3C7,LU0252964944
TB4F839ECCF1A,LU0252964944
TAEDF519EC74D,LU0252964944
T1718FBEED271,LU0252964944
T0ED68BD16516,LU0252964944
T8680B1863182,IE00BFPM9N11
T78E395055F11,LU0252964944
T3D58B28D330A,LU0252964944
TC94038FBD3B2,LU0252964944
TFB2E706D1554,LU0252964944
T4F2D333167EF,LU0996175948
T02C823F73E9F,LU0996175948
TA8661DC6C5AE,LU0252964944
T1ECC0645E5AD,LU0996175948
T738EE39B068B,LU0252964944
TB95937C9C219,ES0110119031
T85807D95A148,ES0110119031
T1DB98E3CE98C,LU0252964944
T9C2CAB7BA2B7,IE00BYX5M476
T9B3A5D55EBC8,LU0252964944
TE1896E78A9AD,IE00BYX5M476
T3A49DF685E9A,LU0996175948
TF7D3939E0191,ES0172242002
TD319C6E01B06,LU0996175948
TF4BDB8C00BAE,IE00BFPM9N11
T47BFB727744D,ES0172242002
TB66C0926275A,LU0996175948
TFD34D9033EA4,ES0172242002
T0890D58A6CA9,LU0996175948
T781DFF6F815A,LU0996175948
TDFEEC72EAE90,ES0172242002
TE4EAE799BA91,LU0996175948
T35CE3E89E4A5,LU0996175948
TD9D71B6A21EC,IE00BFPM9N11
T75EC03154FD8,IE00BD0NCN62
T724F5122C2EA,IE00BFPM9N11
T3B0B4FBC6533,LU0996175948
T14E644F28A43,IE00BFPM9N11
T9CC3F6CADD83,ES0172242002
T0CB951D87154,LU0996175948
T6327477BF4B8,IE00BD0NCN62
T3EFD5C830C18,LU0996175948
T249479B5A57C,ES0172242002
TD017C96BC1EC,IE00BD0NCN62
T799150A64343,IE00BD0NCN62
T4ACB9537DBA8,ES0172242002
T2805EBE88B62,ES0172242002
T4CD5F15384F7,LU0996175948
T46483B030CB5,IE00BFPM9N11
T034A811231DE,LU0996175948
T76A0DC059A16,LU0996175948
T56716DBD3462,LU0996175948
TDEA31926866E,IE00BFPM9N11
T9F6B6CEA74D4,IE00BD0NCN62
TFDDD1B59C9D9,ES0172242002
T58C4F55F53BB,IE00BFPM9N11
T8493E0A38679,LU0996175948
T89A52884C4BC,IE00BFPM9N11
TBE6537121D1A,IE00BD0NCN62
T4D84270268AA,IE00BYX5M476
T55A6FD00C6EB,IE00BYX5M476
TA5D928199B6E,IE00BYX5NK04
TC4D52ACFF03C,IE00BYX5M476
TC5F692C676E8,IE00BYX5M476
T0C4D9E61E674,IE00BYX5NK04
T9A90A16801D9,IE00BD0NCN62
TB67B3DBAF10D,IE00BD0NCN62
T1C50CE409053,ES0110119031
T262D80D792C3,LU0252964944
T3418E6C7DF43,ES0172242002
T71DC2A405798,ES0172242002
T0DC852E834BC,LU0252964944
T96D302360478,LU0252964944
TB8CD431BF504,LU2349459045
T3B29A06E1B6D,LU2349459045
T8BE9BF43E71B,LU0252964944
T5393EC0F9CDA,LU0252964944
T0D50E6E4E240,LU0252964944
T6158DF4DAA78,LU0252964944
T7F35B945DDE9,LU0252964944
TD6D79E55DEAB,IE00BYX5NK04
T813D5543E724,LU0252964944
T21A3954A9C13,LU0252964944
T13272BEC72B3,IE00BYX5NK04
T8A24811AC7A9,LU0252964944
TFDA906780943,LU0252964944
TFE7046AFEF23,LU0252964944
T033B3857F17D,LU0252964944
T2B9E7A0BBB83,LU0252964944
T600BF7A76A4A,IE00BYX5M476
TEC450641A511,LU2349459045
T9D025A7F9788,LU0303706948
T042E20BEA066,IE00BFPM9N11
TDE576A18A4A4,LU0252964944
T2D8FD564116A,IE00BFPM9N11
TD8BFB39BCEDE,IE00BYX5M476
T851EA3E65D2D,IE00BFPM9N11
TBF95DAAC9BFD,IE00BFPM9N11
TC006AE8F0190,IE00BFPM9N11
TB4C57AAFF674,IE00BYX5M476
T7817F7689BC7,LU0303706948
T42BD579A171A,IE00BYX5M476
T268017AED3F9,IE00BYX5M476
T9E5012CA8B3A,LU0303706948
T92FAB5C77498,IE00BYX5M476
T8F337A980861,LU0252964944
T513C9D210853,IE00BYX5M476
T8285515B30CE,IE00BYX5M476
T3E4220498DAC,IE00BFPM9N11
T4DC10D21D58F,LU0303706948
T30AE6C00F85E,IE00BFPM9N11
T744A3F6047F5,LU0303706948
T80C5A27F61DE,IE00BYX5M476
TC28AA45BBD13,IE00BYX5M476
T79FB68D8D343,IE00BFPM9N11
T3C8C2ACB8EAD,IE00BYX5M476
T287A9E132C85,IE00BYX5M476
TB1741F0B722A,IE00BFPM9N11
T8E1A88BD5B51,LU0303706948
T7B7B3B2BF2C9,IE00BYX5M476
T2D1A397D84B6,IE00BYX5M476
T0CE22859DEEE,IE00BD0NCN62
T5418DB96CDFE,LU0252964944
TDF0665B7297E,IE00BFPM9N11
T50EBDEF2C1EF,IE00BFPM9N11
TD74CABB137D5,IE00BFPM9N11
T55CF36B563A8,LU0303706948
T6B69F12F4C94,IE00BYX5M476
TEBCFB97FB09B,LU0303706948
T2F7E155F4DA4,IE00BYX5M476
T1F572F86DCB2,IE00BFPM9N11
T851EF62B8B65,IE00BFPM9N11
TB4023AA09D94,IE00BYX5M476
TC1FCE33C005F,IE00BYX5M476
T77727DAA0267,IE00BFPM9N11
TB037A6FE609F,IE00BYX5M476
TD7B2DE453E9A,LU0303706948
T88D61D43337F,IE00BFPM9N11
TE4FE0C92B5A5,LU0303706948
T707EC628C84C,IE00BYX5M476
TCC31867DE180,ES0110119031
T7F3DF8F07870,LU0303706948
TBD2AB2A89E74,LU0303706948
T121BA9D14249,LU0252964944
TA4F2C6F35FD7,LU0303706948
TE8DC1C42360B,LU0303706948
T85B8038D48E6,ES0110119031
TB6751545FE60,LU0303706948
T8086CAF8689B,ES0110119031
T37AFF5942230,ES0110119031
T0AD2F3DE2148,LU2349459045
T2D9FABAA2717,LU0252964944
T98C5A28A054C,LU2349459045
T2A2409AE0FD7,LU2349459045
TB02AE9F930E0,LU2349459045
T3AFAEC82E8F3,LU2349459045
T7224A27042AE,LU2349459045
T109D436F64E5,IE00BD0NCN62
TCC8938964418,LU2349459045
T127FC9EB9636,LU0303706948
TD87C19C3FB59,LU2349459045
TAFA8EB825A66,LU2349459045
T65B64864EA7D,LU2349459045
TAF8F061A05BF,LU2349459045
T84A00A8F37AB,LU2349459045
TC21C23B3856F,LU2349459045
TB84311C245C0,LU2349459045
TEB55CC26AC18,LU2349459045
T10954DCF12A6,LU2349459045
TE58BA1882F83,ES0172242002
T500905C4417B,IE00BD0NCN62
T81EA501B5776,LU2349459045
T250D2803E6BE,LU2349459045
T4CB30672EE62,LU0303706948
T14AAC1D5151A,LU2349459045
T6C09923720E5,LU2349459045
T411AB405DBCF,LU0303706948
T13C18F2377CD,LU0303706948
T1A2B2BE80CD4,LU2349459045
T727C786664C5,LU2349459045
TA0CCA9D23B12,LU2349459045
T1979E50ACDA8,LU0303706948
TED46824B7E44,LU2349459045
T2115FF2BB5A5,IE00BFPM9N11
T9379CF2CF1CD,LU2349459045
T7ED119BDBD7D,IE00BFPM9N11
TD21E9A2B24D4,IE00BFPM9N11
T1FFF08BD9423,LU2349459045
T6976FAADE970,IE00BFPM9N11
T1FF4C50C5BC1,IE00BFPM9N11
TE654A369EE8A,IE00BFPM9N11
TE578751D4BA4,ES0172242002
T0ADD7ED3198C,IE00BFPM9N11
T4C87ED96AF35,IE00BFPM9N11
TCEBCBBC41815,LU2349459045
T2962D42F232B,LU2349459045
TD07DD91CABA8,IE00BFPM9N11
TB3350939FF43,ES0172242002
TF38713CD388A,IE00BFPM9N11
TA2E9EE1BA1F9,IE00BFPM9N11
T709FD18F0734,IE00BFPM9N11
T88F7D3BA17DA,IE00BFPM9N11
T4B56F772E7D4,IE00BFPM9N11
T78DB598B28B4,LU2349459045
TDDC430667131,IE00BFPM9N11
TEF023DCFB0F8,ES0172242002
TF2F6AFEB6964,IE00BFPM9N11
T29894BE21EDA,IE00BFPM9N11
TB3E8D1F97870,IE00BFPM9N11
T39000B6265BC,IE00BFPM9N11
T252D8FAEDE0E,IE00BFPM9N11
T2229BB46FD8E,IE00BYX5M476
T66BC3029597A,IE00BYX5M476
TFE05B5C91533,ES0172242002
TA1C6BC4AA457,ES0110119031
T9E44AA1559D4,LU2349459045
T5FFA654B4F1C,IE00BYX5M476
T68A3BBBEB236,IE00BYX5M476
TC97CE2350A9F,IE00BYX5M476
TBB280C62826F,IE00BYX5M476
T537AF66DE0D4,LU2349459045
TD53C7003F9BD,IE00BYX5M476
T4299ACC1F594,IE00BYX5M476
TB9FEAD3DD81A,ES0110119031
T757C69CF18A8,ES0110119031
T2AA89D69A477,IE00BYX5M476
TD13A410363B4,ES0110119031
TC75D57519A3D,IE00BYX5M476
T7EB2994E5EDA,LU2349459045
T543BB12E17DF,ES0110119031
TD62B2AA97560,LU0252964944
T22E6861BBFBD,ES0110119031
TDFA49E6FE17E,LU0303706948
T0C78F463128D,ES0110119031
T168B57EBAFB6,LU0303706948
T7D236CA5C590,ES0110119031
T695BCEF843FA,LU0252964944
TA93DE6C9073A,ES0110119031
T6C6FA6CA9284,ES0110119031
T9C065A0F2C21,ES0110119031
TC89AE8F7D81B,IE00BD0NCN62
TA48BC76623CF,IE00BFPM9N11
TEFFF6E150C4F,IE00BYX5NK04
T5600DB75DC83,IE00BD0NCN62
T8F2691A6992E,IE00BYX5NK04
T8C5841DEA154,IE00BFPM9N11
TE11A36370286,IE00BD0NCN62
T4D8D9CC92FD0,IE00BD0NCN62
T900707E08BB8,IE00BFPM9N11
T786E15265AD5,IE00BYX5M476
T0A398BE49E37,IE00BFPM9N11
T4A189635E035,IE00BD0NCN62
T25A047873180,IE00BFPM9N11
T97B4CF693AAD,IE00BD0NCN62
TBB4E2830523B,IE00BYX5NK04
T4BBA8075D7E3,IE00BFPM9N11
T15CC11E4ABB7,IE00BD0NCN62
T2476002202C2,IE00BD0NCN62
TFE589E05349F,ES0110119031
TA38251029C71,ES0110119031
TA0A54FD4E1C3,ES0110119031
T587305D97C48,ES0110119031
T06A3BB414030,ES0110119031
TC25A6D171489,ES0110119031
T643A2FECC547,ES0110119031
TDE782DE53445,ES0110119031
TF52A0B167946,ES0110119031
T6E7C535A7F3D,ES0110119031
T4A041858964F,ES0110119031
TF87CE2C3D951,ES0110119031
T62EE5A4B03A1,ES0110119031
T122ED18C6630,ES0110119031
T5CC671D1BA98,ES0110119031
T107693CB8176,ES0110119031
TECB688EBB308,ES0110119031
T87F33ACB97F3,ES0110119031
T962632E63BEF,ES0110119031
T0E6B3A7AFCCA,LU0252964944
T28A7C98822C5,LU0252964944
T63F6CF51413A,IE00BD0NCN62
T99DF7F2EB55C,IE00BYX5M476
T64283364AD3B,LU0252964944
T1A8825EFF820,IE00BYX5M476
T486A08B12502,LU0252964944
TBEED97C3BF5D,LU0252964944
TE035EEA76692,IE00BYX5M476
T3B031900D149,LU0252964944
T7232300170C9,LU0252964944
TF18F1CA6FE66,IE00BYX5M476
T46400AE391C2,LU0252964944
TB6684C45AE4F,IE00BD0NCN62
T91C1F96148E9,IE00BYX5M476
TA86500D0443A,LU0252964944
T38D49F53803F,IE00BD0NCN62
T6984ED0A476C,LU0252964944
T7345B681001D,LU0252964944
TA9EABB7F10D3,IE00BYX5M476
T748927AF82F2,LU0252964944
TB61DDDAE7021,IE00BYX5M476
T8475585EB2A9,IE00BFPM9N11
TDE15A818CAA3,IE00BFPM9N11
T6F3733C2D168,ES0110119031
TB44557942675,ES0110119031
TBB6359025172,ES0110119031
T125B3EA4AF7F,IE00BFPM9N11
T920F9788FEF9,IE00BYX5M476
T8E0721B8E6A7,IE00BFPM9N11
TD8BEAB7793E5,IE00BFPM9N11
T4FE12904C4D5,IE00BFPM9N11
TB29223BCD4AA,IE00BFPM9N11
T5864FDF25075,IE00BFPM9N11
T632BFBEF1F6C,IE00BFPM9N11
T05E67635814D,ES0110119031
T65528F9D013B,IE00BFPM9N11
T76999FD8807B,ES0110119031
T28D50C6EA6F6,IE00BFPM9N11
TB095AA8ED02E,IE00BYX5M476
T21DC15C5D0B7,ES0110119031
TB3EB2926BC48,ES0110119031
T51C71789B482,LU0252964944
T35ED345D337C,LU0996175948
T2B5555592566,LU0996175948
TE1B99899CDD1,ES0172242002
T85631E426E4B,LU0252964944
TAF5DCA1A9141,LU0996175948
T25D815330E03,LU0996175948
T56255010B165,ES0172242002
T00E7082E828D,LU2349459045
T79EFBF194878,LU2349459045
TCB0BA708FE2A,LU0996175948
T8F343FBF198F,LU0996175948
T8633831B8706,LU0996175948
TB4A288D1EDCC,LU0996175948
T8011C6C09830,ES0110119031
T96479728A98D,LU0996175948
T5714EAB3EB38,ES0172242002
TD45C828DED16,ES0172242002
T087AE1FA18BA,ES0110119031
TDF53D606A437,LU0252964944
T7E26BE11F073,LU0252964944
T1AAF2024CF35,LU0996175948
TCDEE53A316AB,LU2349459045
TD6CB0811335B,IE00BFPM9N11
T46E0FC2C6CF8,IE00BYX5NK04
T4823715C6FBB,IE00BYX5NK04
TFE20AF2672CB,IE00BYX5NK04
T308A19194DA1,IE00BYX5NK04
T6425F663891A,IE00BYX5NK04
TDE7526C1C03D,IE00BYX5NK04
T565DB91CE79E,IE00BYX5NK04
TB63E51F1437B,ES0110119031
T04076709B5F7,IE00BYX5NK04
TF839DE1117D0,IE00BYX5NK04
T43B56F4E0993,IE00BYX5NK04
TED32AC9BEAA1,IE00BYX5NK04
T04AEFCF9C761,IE00BFPM9N11
TA937576B7CA7,ES0172242002
TDEFC3352FBC7,IE00BFPM9N11
TA8CF5413A8E1,LU0303706948
TDD984367E69E,LU0303706948
TF3EE0B88BABC,LU0252964944
TCB76B7A3FD0E,LU0252964944
TA5C8EBE073C7,IE00BFPM9N11
TC38AFF5D8524,LU0303706948
T08A0792D881E,LU0252964944
T876A8DF30DC5,LU0303706948
T9B778F31794F,IE00BFPM9N11
T5AB9F352C49D,ES0172242002
TA89CCFE137A0,LU0303706948
T59721DE51E9A,LU0252964944
TD2782CD8C1F6,LU0303706948
T4D426E030CD8,IE00BFPM9N11
TF7EDBB906DEF,IE00BYX5M476
T125A63380A3E,IE00BFPM9N11
T7B71E13195BC,IE00BFPM9N11
T6C957DB09D3A,LU0303706948
T555B89EED2F9,IE00BFPM9N11
T370D70B78268,LU0303706948
TE6ADD80CDE77,LU0996175948
T86C82C6D9579,LU2349459045
T1B394B47E1DD,LU0303706948
T6ED0FA34990D,IE00BYX5M476
T0D0106672257,LU0303706948
TEDE0AC8A61A4,LU2349459045
T4243DAFA7E3E,IE00BYX5M476
T21453D54C8EB,LU0996175948
T95FE47F0979F,IE00BFPM9N11
T69B5FA95CB0E,IE00BFPM9N11
T6AD840184CDE,IE00BFPM9N11
T3056FA5F4AF7,IE00BFPM9N11
T2A20D6F95209,IE00BFPM9N11
T512BD017BFAB,IE00BYX5M476
TF17439803FAA,LU0996175948
T8F851BA4B2FF,LU0996175948
TB778B344AC52,LU2349459045
T5827C204155B,LU0303706948
TEBCE90CF6D7E,LU2349459045
TD2DC037A94F2,LU0252964944
T0F7436532D5F,IE00BFPM9N11
TEE3CD6A0C784,LU0303706948
T08103A3C3A69,IE00BFPM9N11
T1E687456B068,IE00BFPM9N11
T4637B089C0D8,IE00BFPM9N11
T998C455B5A36,IE00BYX5M476
TEA1DB4A7C98F,LU2349459045
TB31F3CBE5C73,IE00BFPM9N11
TF4B522A2562C,LU2349459045
T85CBDC5F01C7,IE00BFPM9N11
T9F5B3D6B50D2,IE00BFPM9N11
T351B3C1B8AF1,IE00BFPM9N11
T5235A3110E51,IE00BFPM9N11
T3B316F9B4889,LU2349459045
T64702561E62A,IE00BFPM9N11
TFB35328AE71C,IE00BFPM9N11
T71EAB111253B,IE00BFPM9N11
T5AD3A443B944,LU2349459045
T4A9E741B4D33,LU0303706948
T38BCE77C9C85,LU0996175948
TCD51F89C1A34,IE00BYX5M476
T4C7D2A962B12,LU2349459045
T623EC52676DE,IE00BFPM9N11
TDCAD3148C258,IE00BFPM9N11
T8622A3F21421,IE00BYX5M476
TFAD800D7B166,ES0172242002
T1BCB0FB49439,LU2349459045
T2F2F8A0E4303,LU2349459045
TE99BC64A8F58,LU2349459045
TFAA204430164,LU2349459045
T9CDA6E7796A0,LU2349459045
T48BAF8218FD9,LU2349459045
TAEB88F88F626,IE00BFPM9N11
T290B7B40CEB3,IE00BFPM9N11
T275F15ACC8F6,LU2349459045
T87D8843C770F,IE00BFPM9N11
T0D62D7A96553,LU0996175948
T8F93E7FF9D60,LU2349459045
T0A1C7CF3613E,IE00BFPM9N11
T65147C7331FE,IE00BFPM9N11
T99FC3A0139F5,LU0996175948
T930B10B8757E,LU0996175948
TC792D26F215C,LU2349459045
TC927BFDBB632,IE00BD0NCN62
T63700B4C998E,LU0252964944
T5BD9ECD2E321,IE00BD0NCN62
TCAF871A9F5A8,IE00BD0NCN62
T62BCCF6E7487,ES0172242002
T0BA743E0F9EC,IE00BD0NCN62
T2D8AF0891877,ES0172242002
T180A8468447E,LU0252964944
T8D682EAB6D05,ES0172242002
T64C683B34903,LU0996175948
TE4123656B809,IE00BD0NCN62
T889374E23AD8,IE00BD0NCN62
T5E4F431BD495,LU0252964944
T6ACED798C9EB,ES0172242002
T879FAB9F818D,LU0252964944
TF9E337744C98,LU0252964944
T51A83C557FCA,IE00BD0NCN62
TDEA4CFCD3E7D,LU0252964944
TC6BA2B564245,IE00BD0NCN62
T0CC47D710F92,LU0252964944
T22DD9BB3B3CA,IE00BD0NCN62
TD63932118BB5,ES0172242002
TB4DDB5B539AF,ES0172242002
T8F1F960EADFE,IE00BD0NCN62
T25CA4B8EB435,ES0172242002
TE7BE6EFD729C,LU0252964944
TAB8B1BB1351C,IE00BD0NCN62
T5F195FC30D40,ES0172242002
T8C55AF17FAB3,LU0996175948
T2D927BFE80F3,ES0172242002
T8532C6E7DE50,ES0172242002
T890EB4F5FF23,IE00BD0NCN62
TB0F7F8416E8E,IE00BD0NCN62
TACB6962539F8,ES0172242002
TDC63C90C60DD,LU0252964944
T7C90DD9D52BE,LU0252964944
TAFB2465DC7AC,LU0996175948
T6F67C5CE3DD4,IE00BD0NCN62
T6037327A6E58,IE00BD0NCN62
T31FC00056564,LU2349459045
T51025787E4F9,LU2349459045
T241CD20876AF,LU2349459045
TA51B81EB348C,ES0110119031
TD06D99D4A519,IE00BD0NCN62
T64535BCCABE3,ES0110119031
TE6230351B222,LU2349459045
TD9409926832D,LU2349459045
TF4381FE065A1,IE00BD0NCN62
TC7B1F1E9CB9E,LU2349459045
T5A76DF7B9455,LU2349459045
T6A15A3755F9D,IE00BD0NCN62
TE6C052212C54,ES0110119031
TF9C575B40F90,IE00BD0NCN62
T1346440675CB,IE00BD0NCN62
T656F04AA53A4,ES0110119031
T8AA503AC22A8,IE00BD0NCN62
T2D9B5FBF4E07,LU2349459045
T59567BFBE111,LU2349459045
T6CB13C10BF4D,IE00BD0NCN62
TDA9960239B09,IE00BFPM9N11
T908BF0E9B23A,LU0996175948
TFF6A8CC3EDB4,IE00BFPM9N11
T7056A4FE5CC9,IE00BFPM9N11
T820E1AA51CB5,LU0996175948
T427EBB1D9BF8,IE00BD0NCN62
TB630671D37D9,ES0172242002
T4A4C60D30A99,ES0172242002
TF74A7931EF9D,LU0996175948
T18F89AF1B23C,ES0172242002
TA2DBAA99EE01,ES0172242002
T7E352C4C9278,IE00BD0NCN62
T8F62A85B4D3C,IE00BFPM9N11
TF2FE34AA97B0,IE00BD0NCN62
TB740632ED6D1,IE00BFPM9N11
T971BA6A545FC,ES0172242002
TB104A23545B1,IE00BFPM9N11
T7A502EF7616D,LU0252964944
TF11ABEF793AB,IE00BFPM9N11
TA09AE66F18AA,LU0252964944
TBC4FB47B16B7,IE00BFPM9N11
T9A2ADD96B8DA,LU0252964944
T73A65D68A7A8,IE00BFPM9N11
T1214FAFBF082,LU0252964944
TDB73C578BD90,IE00BFPM9N11
T5BF3D2282CCB,IE00BFPM9N11
TFB78D1D72A7A,IE00BYX5M476
TB83FCCEE1AF5,IE00BYX5M476
T826C769ECDCE,IE00BD0NCN62
T4A961C900FF2,IE00BFPM9N11
T99C84D412FEB,LU0252964944
T01FB4B42477A,IE00BYX5M476
T0E2AD380F6C1,LU0303706948
T6DE01641B2D1,LU0303706948
T4A3C1D81AC13,LU0303706948
T4FAEC1C8B08C,IE00BYX5M476
T555AE1D72517,LU0303706948
T19AD262173D5,LU0303706948
TE312C49F113F,LU0252964944
TCABDF00EA7F6,LU0303706948
T45D6D1548273,LU0303706948
T65C9FB88EC0A,LU0303706948
T308B415CB854,LU0303706948
T0940DC16C468,IE00BYX5M476
T37AEBF2984B7,LU0303706948
T2F1936D8A9B6,IE00BYX5M476
T652A7EBBCD5B,LU0303706948
TB6FDCBDF1E15,LU0303706948
T7AD791171ABF,LU0252964944
TF933377825AE,IE00BYX5M476
T33463D802B05,LU0303706948
T14D55BDB7400,LU0303706948
T74DE8B3EE286,IE00BYX5M476
T59ACF55EF9CC,LU2349459045
TD876BEAD9EF6,IE00BD0NCN62
TCF2A0160F9B4,LU2349459045
TBAE972A3659F,IE00BD0NCN62
TCB3C6CA5D728,IE00BD0NCN62
T2FA848A34C7C,IE00BD0NCN62
T4B5F71D5C57E,IE00BD0NCN62
T31596EC0B27F,IE00BD0NCN62
T5AB914C7B945,IE00BD0NCN62
T7595B3CC49C5,IE00BD0NCN62
T82B485286272,LU2349459045
TF7DCAFDC37AC,IE00BD0NCN62
T17B84766E711,IE00BD0NCN62
T6E4A1E57DFD4,LU2349459045
TB9A4FC8DEF0A,IE00BD0NCN62
TA3813A2E614C,LU0252964944
TBE570B27733C,LU0252964944
T22A1F1775431,LU0303706948
T988B29AEF3A0,LU0252964944
T22B3FD154C48,LU0303706948
T555FEB2277B7,LU2349459045
T0D941BAB16D7,ES0172242002
TC3DB5DE769FE,LU0252964944
T9B77AC681878,LU2349459045
T0939CF5E425A,LU0252964944
TF1AE3707928C,ES0172242002
T773DA7B2B040,LU0252964944
T82C355853409,ES0172242002
TD557B9B3967A,ES0172242002
T93DC2B6E49A6,LU2349459045
T95A98AB2325D,LU2349459045
T831D5AFA9175,ES0172242002
T9D89D0E78787,LU0996175948
TB1CDD79B73B6,LU0303706948
T6581C3AB9F99,LU2349459045
T6BB6DD7D52A9,LU0252964944
T0741BEAC99AB,LU2349459045
TD8D05B554994,LU2349459045
TA12CAC19EC0F,LU0996175948
T2A340087C83C,LU0252964944
T303E0D5DE9D5,ES0172242002
T29C36E8E9730,ES0110119031
T470A993C7CB8,LU0252964944
T9BE27FFA40EE,LU0252964944
TF68FDE49D7E9,LU0252964944
TB4020A6007CF,LU0252964944
T5535404F7729,ES0110119031
TDFDD86F53FE9,LU0252964944
TF62ADC1E7B6D,LU0252964944
T7AA02B84D690,ES0110119031
T8DA59E628BEA,LU0252964944
TF4FE9847AFD7,LU0252964944
T5218B6B36057,LU0252964944
T683A1A11BA08,LU0252964944
T62A3C54E848F,ES0110119031
TF53A545192AA,ES0110119031
T9B0AA1E9B06E,ES0110119031
TCF4D1966EB63,LU0252964944
TA2FC8E8929B0,LU0252964944
T922A63749E4C,LU0252964944
TC47457F7CE20,LU0252964944
T4D4156120F2F,LU0252964944
TA51B8E896E52,LU0252964944
TCDE5ED2BE339,ES0110119031
T734EEB01B7DC,LU0252964944
TCFD89B21D44E,LU2349459045
T2CACD479422E,LU2349459045
TA0E23FFA41FD,LU2349459045
T2F75E9B8A45D,LU2349459045
TE41505DC09CF,LU2349459045
TDD48BE91F89F,LU2349459045
