tx_id,date,amount_eur,nav,units,currency
TFD09F4E3489F,2025-02-22,191.42,116.070874,1.64917238,EUR
TCC1384C8795E,2025-03-06,727.56,117.572074,6.1881675,EUR
T4B0D5B376DC1,2025-04-28,253.46,109.448319,2.31582767,EUR
TDBB1894BC077,2025-09-27,389.17,121.648988,3.199106,EUR
T4134C2A2CF3C,2025-11-30,123.76,117.437955,1.05384202,EUR
T67649DB58D7F,2025-12-05,221.79,114.626754,1.93489147,EUR
TF789CF7E3FA1,2023-05-10,512.16,113.472851,4.51352803,EUR
TC6F7158C0D91,2023-08-05,318.08,126.101927,2.52240115,EUR
T7CB93D776210,2023-08-14,631.87,81.405239,7.76204243,EUR
TC5885C33991C,2023-08-20,634.91,82.502018,7.69564242,EUR
TFE3DB552B69C,2023-10-21,498.63,120.618295,4.13395546,EUR
T1047945C8149,2023-12-02,62.72,127.398215,0.49232776,EUR
T4FB620534BED,2024-03-02,167.5,123.932066,1.35158668,EUR
TA20920FA5FC7,2024-07-03,988.33,109.850542,8.99700554,EUR
T07F283AC3C55,2024-08-03,136.45,108.500581,1.25761647,EUR
T5F0E18CB79B7,2024-10-20,678.43,90.131295,7.52711304,EUR
T3F656B07488A,2024-12-24,594.53,136.089221,4.36868453,EUR
TAA7A6A30655D,2025-03-19,203.08,94.592228,2.14693999,EUR
T3B1BC6F4ACE9,2025-03-29,78.38,97.818156,0.80123518,EUR
TAA8E44A99937,2025-05-04,228.43,126.391347,1.80735722,EUR
TBE0877C1DC00,2025-06-07,1663.11,86.34626,19.26093493,EUR
T19FE520F3A71,2025-06-22,183.18,87.39546,2.09600228,EUR
TCA9A619701AE,2025-07-21,192.91,83.089113,2.32176221,EUR
TAF46684E6D96,2023-03-23,643.99,89.763093,7.17433888,EUR
T3BB62037DEF6,2023-05-04,754.91,89.185369,8.46445454,EUR
T4C379D4DA308,2023-06-18,333.82,96.274031,3.46737483,EUR
T85B70692281A,2023-06-22,320.61,84.70366,3.78512839,EUR
TB4060B417EB5,2023-11-27,1154.57,93.430946,12.35752139,EUR
TA26FFFDD2118,2023-12-04,344.68,121.056893,2.84725734,EUR
T6A9941F6F0C0,2024-01-21,370.44,99.960022,3.70590401,EUR
TC794A568325F,2024-04-21,503.26,111.915281,4.49677476,EUR
T7D72903EB662,2024-06-02,325.24,113.805501,2.85790146,EUR
TBB9B3D733EA4,2024-09-19,189.18,123.641506,1.53003654,EUR
T3567EB92ABF7,2024-09-29,464.71,154.059854,3.01640627,EUR
TF37C984DB468,2024-11-17,339.97,130.539296,2.60437466,EUR
TC00C1F20225E,2025-01-02,1393.56,125.796254,11.07795286,EUR
T2AC308432C69,2025-01-03,632.24,123.945888,5.1009382,EUR
TFC0DFAEF1FA1,2025-04-17,223.93,96.996153,2.30862042,EUR
T520B175D8411,2025-07-31,604.7,147.897448,4.08862696,EUR
TDC329823A51A,2025-10-25,440.91,101.71429,4.33475343,EUR
T5E8287DDF28B,2025-11-22,934.49,157.356055,5.93870906,EUR
TFB211A395380,2023-02-24,1045.13,100.605033,10.38843844,EUR
T5C7E6626C3C7,2023-09-23,299.81,104.336651,2.87350097,EUR
TB4F839ECCF1A,2024-05-16,276.72,114.371003,2.41947297,EUR
TAEDF519EC74D,2024-05-27,500.37,114.114338,4.38479105,EUR
T1718FBEED271,2024-06-22,215.01,109.205567,1.96886641,EUR
T0ED68BD16516,2024-12-04,130.36,133.299459,0.97796736,EUR
T8680B1863182,2025-03-03,827.76,145.24407,5.69909199,EUR
T78E395055F11,2025-05-18,249.57,128.583669,1.94087693,EUR
T3D58B28D330A,2025-10-23,354.88,148.511984,2.3895473,EUR
TC94038FBD3B2,2025-11-25,221.48,155.350866,1.42568609,EUR
TFB2E706D1554,2025-12-29,911.87,162.855633,5.59926391,EUR
T4F2D333167EF,2023-09-01,185.36,112.909336,1.6416882,EUR
T02C823F73E9F,2023-12-22,738.27,96.277597,7.66817048,EUR
TA8661DC6C5AE,2024-01-24,153.24,118.52925,1.29287431,EUR
T1ECC0645E5AD,2024-02-04,141.17,88.969426,1.58677157,EUR
T738EE39B068B,2024-08-03,134.66,109.893532,1.22540838,EUR
TB95937C9C219,2024-08-24,727.58,102.865778,7.07310901,EUR
T85807D95A148,2024-09-28,335.25,91.138969,3.67843409,EUR
T1DB98E3CE98C,2024-11-04,377.5,126.018087,2.99562018,EUR
T9C2CAB7BA2B7,2025-06-01,345.98,109.254536,3.16673108,EUR
T9B3A5D55EBC8,2025-07-04,150.45,142.260937,1.05757948,EUR
TE1896E78A9AD,2025-11-06,211.64,108.11217,1.95759304,EUR
T3A49DF685E9A,2025-12-27,219.78,111.29956,1.97464412,EUR
TF7D3939E0191,2023-06-02,393.82,108.181437,3.64035247,EUR
TD319C6E01B06,2023-07-29,501.74,105.157457,4.77136224,EUR
TF4BDB8C00BAE,2023-10-25,656.32,94.202516,6.96716183,EUR
T47BFB727744D,2023-11-01,4696.4,117.10945,40.10263258,EUR
TB66C0926275A,2023-11-02,305.92,113.75643,2.68926017,EUR
TFD34D9033EA4,2024-01-23,643.69,121.088037,5.31586478,EUR
T0890D58A6CA9,2024-01-29,973.61,86.700061,11.22960752,EUR
T781DFF6F815A,2024-03-03,706.08,98.6264,7.159138,EUR
TDFEEC72EAE90,2024-03-24,2125.09,118.369551,17.95302948,EUR
TE4EAE799BA91,2024-04-29,703.17,100.840631,6.97306634,EUR
T35CE3E89E4A5,2024-10-20,746.03,129.863775,5.74468816,EUR
TD9D71B6A21EC,2024-10-27,1726.92,154.51701,11.17627681,EUR
T75EC03154FD8,2024-11-05,3831.32,105.022511,36.48091959,EUR
T724F5122C2EA,2024-11-28,2774.97,158.377126,17.52124949,EUR
T3B0B4FBC6533,2024-12-03,806.8,136.915079,5.89267932,EUR
T14E644F28A43,2025-01-01,865.05,144.444941,5.98876368,EUR
T9CC3F6CADD83,2025-02-03,934.27,117.730348,7.93571404,EUR
T0CB951D87154,2025-02-25,1012.31,135.36626,7.4783348,EUR
T6327477BF4B8,2025-02-26,456.92,98.866116,4.62164037,EUR
T3EFD5C830C18,2025-03-19,1903.92,130.620662,14.57594238,EUR
T249479B5A57C,2025-03-26,1061.76,116.303151,9.12923508,EUR
TD017C96BC1EC,2025-03-30,868.28,96.875618,8.96279344,EUR
T799150A64343,2025-04-02,325.54,94.721214,3.43679887,EUR
T4ACB9537DBA8,2025-05-20,945.98,115.885405,8.16308301,EUR
T2805EBE88B62,2025-05-24,197.91,115.426711,1.71461597,EUR
T4CD5F15384F7,2025-06-07,565.14,143.409936,3.94073824,EUR
T46483B030CB5,2025-06-19,573.59,148.116782,3.87255915,EUR
T034A811231DE,2025-07-01,1132.28,138.433614,8.17924649,EUR
T76A0DC059A16,2025-07-25,4049.2,133.47005,30.33789765,EUR
T56716DBD3462,2025-08-30,1422.14,135.854981,10.46810204,EUR
TDEA31926866E,2025-09-04,2867.27,141.338461,20.28656772,EUR
T9F6B6CEA74D4,2025-09-06,1508.04,83.270317,18.11014648,EUR
TFDDD1B59C9D9,2025-10-03,2213.74,118.147894,18.73700378,EUR
T58C4F55F53BB,2025-12-19,3976.26,155.513303,25.56860853,EUR
T8493E0A38679,2025-12-21,501.16,116.749316,4.29261568,EUR
T89A52884C4BC,2025-12-30,475.66,154.882968,3.07111727,EUR
TBE6537121D1A,2023-06-23,686.73,95.823904,7.1666102,EUR
T4D84270268AA,2023-08-01,327.34,100.180264,3.26753384,EUR
T55A6FD00C6EB,2023-12-21,487.23,102.083787,4.77286141,EUR
TA5D928199B6E,2024-01-19,142.68,76.017022,1.87694632,EUR
TC4D52ACFF03C,2024-06-04,306.18,121.909435,2.51157251,EUR
TC5F692C676E8,2024-07-20,797.04,123.948205,6.43042249,EUR
T0C4D9E61E674,2024-11-21,724.56,52.666639,13.75750033,EUR
T9A90A16801D9,2025-04-26,192.47,92.918632,2.07143055,EUR
TB67B3DBAF10D,2025-09-23,232.47,84.02838,2.76657449,EUR
T1C50CE409053,2023-02-22,129.55,107.356729,1.20676492,EUR
T262D80D792C3,2023-04-03,626.69,89.385781,7.01112526,EUR
T3418E6C7DF43,2023-06-25,911.9,109.726151,8.31069565,EUR
T71DC2A405798,2023-07-03,342.89,109.698276,3.12576526,EUR
T0DC852E834BC,2024-02-03,278.3,120.12484,2.31675258,EUR
T96D302360478,2024-04-25,485.01,114.526102,4.23493865,EUR
TB8CD431BF504,2024-09-01,344.88,91.056725,3.78755718,EUR
T3B29A06E1B6D,2024-12-17,155.45,100.908739,1.54046175,EUR
T8BE9BF43E71B,2025-02-16,214.52,124.100985,1.72862974,EUR
T5393EC0F9CDA,2025-11-25,280.23,155.350866,1.803844,EUR
T0D50E6E4E240,2023-01-24,67.39,105.670657,0.63771057,EUR
T6158DF4DAA78,2023-04-26,589.6,89.831686,6.56342725,EUR
T7F35B945DDE9,2023-06-08,324.56,83.881803,3.8692633,EUR
TD6D79E55DEAB,2023-12-01,273.46,73.763807,3.7072614,EUR
T813D5543E724,2024-04-01,322.51,119.945255,2.68879064,EUR
T21A3954A9C13,2024-04-07,104.63,120.989021,0.8647704,EUR
T13272BEC72B3,2024-04-21,404.26,65.979558,6.12706822,EUR
T8A24811AC7A9,2024-05-18,125.79,115.310987,1.09090422,EUR
TFDA906780943,2024-10-24,282.46,118.078075,2.39218534,EUR
TFE7046AFEF23,2024-10-29,393.52,120.989676,3.25250758,EUR
T033B3857F17D,2024-12-05,783.26,135.725583,5.7708876,EUR
T2B9E7A0BBB83,2025-02-02,189.28,124.932418,1.51505288,EUR
T600BF7A76A4A,2023-01-20,4478.57,99.351807,45.07787772,EUR
TEC450641A511,2023-01-27,1395.12,97.853242,14.25727445,EUR
T9D025A7F9788,2023-03-01,1542.7,100.124288,15.40786028,EUR
T042E20BEA066,2023-03-23,1582.15,87.281809,18.12692883,EUR
TDE576A18A4A4,2023-03-31,1082.3,90.01308,12.02381219,EUR
T2D8FD564116A,2023-04-03,564.32,88.192378,6.39876265,EUR
TD8BFB39BCEDE,2023-05-05,1686.73,100.772558,16.737991,EUR
T851EA3E65D2D,2023-05-30,5252.09,93.694642,56.05537404,EUR
TBF95DAAC9BFD,2023-06-07,2955.66,94.928013,31.13585339,EUR
TC006AE8F0190,2023-06-08,9419.48,96.400518,97.71190615,EUR
TB4C57AAFF674,2023-06-16,4733.21,102.824905,46.0317457,EUR
T7817F7689BC7,2023-06-18,3902.67,96.449063,40.46353005,EUR
T42BD579A171A,2023-07-05,12385.7,100.400103,123.36339704,EUR
T268017AED3F9,2023-07-10,2301.86,100.916236,22.80959833,EUR
T9E5012CA8B3A,2023-10-01,2637.69,78.881482,33.43869735,EUR
T92FAB5C77498,2023-10-06,2475.76,100.211441,24.70532706,EUR
T8F337A980861,2023-10-31,9286.01,105.083489,88.36796958,EUR
T513C9D210853,2023-11-19,2505.35,103.063474,24.30881339,EUR
T8285515B30CE,2023-11-30,1440.88,106.172704,13.57110892,EUR
T3E4220498DAC,2023-12-27,4119.84,101.535091,40.57555367,EUR
T4DC10D21D58F,2023-12-30,1249.16,84.490413,14.78461482,EUR
T30AE6C00F85E,2023-12-31,3934.33,97.021942,40.55096762,EUR
T744A3F6047F5,2024-02-25,3553.94,78.845759,45.07452687,EUR
T80C5A27F61DE,2024-02-26,2128.25,113.160808,18.80727673,EUR
TC28AA45BBD13,2024-03-02,4043.98,115.747224,34.93807255,EUR
T79FB68D8D343,2024-03-28,705.87,110.932265,6.36303065,EUR
T3C8C2ACB8EAD,2024-04-27,2871.43,126.279671,22.73861899,EUR
T287A9E132C85,2024-05-27,1686.98,126.17708,13.36994282,EUR
TB1741F0B722A,2024-07-25,25000.0,148.283154,168.59635967,EUR
T8E1A88BD5B51,2024-07-26,2854.06,72.214193,39.52212773,EUR
T7B7B3B2BF2C9,2024-08-14,1505.85,126.113126,11.94046958,EUR
T2D1A397D84B6,2024-08-31,774.71,117.184641,6.61102506,EUR
T0CE22859DEEE,2024-11-01,7582.83,103.032708,73.59630259,EUR
T5418DB96CDFE,2024-11-20,1856.63,130.684262,14.2069886,EUR
TDF0665B7297E,2024-11-23,1275.89,160.74006,7.93757829,EUR
T50EBDEF2C1EF,2024-11-25,3327.25,162.057241,20.53130366,EUR
TD74CABB137D5,2024-11-26,4342.94,157.59319,27.55792221,EUR
T55CF36B563A8,2024-12-22,4285.13,69.314973,61.82112074,EUR
T6B69F12F4C94,2025-01-18,2542.32,105.435895,24.11250864,EUR
TEBCFB97FB09B,2025-02-28,2862.23,76.297639,37.51405396,EUR
T2F7E155F4DA4,2025-04-02,3045.06,110.979209,27.4381573,EUR
T1F572F86DCB2,2025-04-12,3327.52,138.874132,23.9606964,EUR
T851EF62B8B65,2025-05-25,3587.46,142.962827,25.0936238,EUR
TB4023AA09D94,2025-06-04,6338.08,107.612743,58.89709537,EUR
TC1FCE33C005F,2025-07-16,2622.8,113.418116,23.12507461,EUR
T77727DAA0267,2025-07-26,1248.58,148.459775,8.41023309,EUR
TB037A6FE609F,2025-09-01,2211.44,128.421811,17.2201088,EUR
TD7B2DE453E9A,2025-09-25,4744.59,103.494598,45.8438147,EUR
T88D61D43337F,2025-10-22,547.57,148.991609,3.67519891,EUR
TE4FE0C92B5A5,2025-11-05,550.27,99.757256,5.51607661,EUR
T707EC628C84C,2025-12-27,5456.6,113.104929,48.24367587,EUR
TCC31867DE180,2023-04-04,379.41,107.507461,3.52914986,EUR
T7F3DF8F07870,2023-04-18,2480.56,99.940169,24.82046793,EUR
TBD2AB2A89E74,2023-06-05,1202.84,97.294203,12.3628714,EUR
T121BA9D14249,2023-09-02,37.6,100.85105,0.37287531,EUR
TA4F2C6F35FD7,2023-10-25,367.03,78.509677,4.67495076,EUR
TE8DC1C42360B,2023-11-28,704.17,82.526047,8.53272552,EUR
T85B8038D48E6,2024-06-24,305.27,106.067861,2.878038,EUR
TB6751545FE60,2024-09-04,247.86,71.632493,3.46016465,EUR
T8086CAF8689B,2024-10-03,286.49,91.415769,3.13394316,EUR
T37AFF5942230,2024-12-01,529.58,97.24262,5.4459171,EUR
T0AD2F3DE2148,2025-01-27,147.91,88.830719,1.66503834,EUR
T2D9FABAA2717,2023-01-20,228.52,107.167311,2.13235017,EUR
T98C5A28A054C,2023-03-01,683.2,92.214573,7.40875787,EUR
T2A2409AE0FD7,2023-03-24,1604.35,96.155376,16.68502379,EUR
TB02AE9F930E0,2023-03-28,1133.19,96.731892,11.71478148,EUR
T3AFAEC82E8F3,2023-04-19,1242.34,98.933386,12.55735188,EUR
T7224A27042AE,2023-07-23,1070.07,88.272144,12.12234491,EUR
T109D436F64E5,2023-07-27,1243.91,93.995092,13.23380021,EUR
TCC8938964418,2023-07-28,1374.72,91.667198,14.99684086,EUR
T127FC9EB9636,2023-09-02,722.45,79.863009,9.04612821,EUR
TD87C19C3FB59,2023-10-04,961.7,87.791188,10.9544534,EUR
TAFA8EB825A66,2023-12-24,3630.05,94.678882,38.34064223,EUR
T65B64864EA7D,2024-01-27,1008.3,98.351883,10.25194962,EUR
TAF8F061A05BF,2024-02-21,931.17,100.120577,9.30052015,EUR
T84A00A8F37AB,2024-02-22,977.21,100.63038,9.71089225,EUR
TC21C23B3856F,2024-02-25,756.02,100.862243,7.49557084,EUR
TB84311C245C0,2024-03-08,635.31,98.101201,6.47604758,EUR
TEB55CC26AC18,2024-04-05,1063.52,106.746193,9.96305343,EUR
T10954DCF12A6,2024-07-25,600.54,98.534401,6.09468368,EUR
TE58BA1882F83,2024-09-10,801.1,114.26874,7.0106455,EUR
T500905C4417B,2024-10-02,478.18,103.828164,4.60547464,EUR
T81EA501B5776,2024-10-09,981.23,96.822992,10.1342393,EUR
T250D2803E6BE,2024-12-19,1436.19,98.415523,14.59314901,EUR
T4CB30672EE62,2025-01-03,759.65,71.203693,10.66874233,EUR
T14AAC1D5151A,2025-04-02,180.49,97.163301,1.85762528,EUR
T6C09923720E5,2025-04-03,1443.31,97.627333,14.78383699,EUR
T411AB405DBCF,2025-04-22,990.83,84.44748,11.73307806,EUR
T13C18F2377CD,2025-04-30,406.59,84.412403,4.81672989,EUR
T1A2B2BE80CD4,2025-05-03,1670.72,95.526964,17.48952974,EUR
T727C786664C5,2025-05-05,294.02,93.537717,3.14335235,EUR
TA0CCA9D23B12,2025-05-22,2077.09,96.590095,21.5041225,EUR
T1979E50ACDA8,2025-08-06,859.63,101.166262,8.4971953,EUR
TED46824B7E44,2025-10-24,146.54,101.71429,1.44070835,EUR
T2115FF2BB5A5,2023-01-01,626.8,98.905537,6.33737868,EUR
T9379CF2CF1CD,2023-02-24,865.98,94.068895,9.20581339,EUR
T7ED119BDBD7D,2023-03-30,589.68,88.234046,6.68311408,EUR
TD21E9A2B24D4,2023-04-02,384.89,88.192378,4.36424562,EUR
T1FFF08BD9423,2023-07-22,963.92,88.181066,10.93114058,EUR
T6976FAADE970,2023-08-26,2114.09,90.513047,23.35678052,EUR
T1FF4C50C5BC1,2023-08-28,997.42,90.536362,11.01674254,EUR
TE654A369EE8A,2023-09-16,552.55,92.40485,5.97963153,EUR
TE578751D4BA4,2023-09-26,815.56,118.416544,6.88723156,EUR
T0ADD7ED3198C,2023-10-08,174.49,92.205238,1.89244871,EUR
T4C87ED96AF35,2024-03-02,805.02,108.607285,7.41225033,EUR
TCEBCBBC41815,2024-04-26,653.35,107.95027,6.05231359,EUR
T2962D42F232B,2024-05-20,426.51,102.804771,4.14869868,EUR
TD07DD91CABA8,2024-06-01,493.1,115.269163,4.27783115,EUR
TB3350939FF43,2024-06-23,648.21,114.750986,5.64879768,EUR
TF38713CD388A,2024-09-26,1990.94,157.74512,12.62123633,EUR
TA2E9EE1BA1F9,2024-10-01,2156.07,156.241204,13.7996345,EUR
T709FD18F0734,2024-12-03,428.33,157.035397,2.72760353,EUR
T88F7D3BA17DA,2024-12-06,594.63,155.418745,3.8259615,EUR
T4B56F772E7D4,2024-12-22,606.87,154.924188,3.91723839,EUR
T78DB598B28B4,2025-03-22,1719.92,95.155908,18.07472389,EUR
TDDC430667131,2025-06-04,1011.11,143.99581,7.02177335,EUR
TEF023DCFB0F8,2025-06-23,969.35,114.166287,8.49069286,EUR
TF2F6AFEB6964,2025-07-31,1382.16,147.897448,9.345414,EUR
T29894BE21EDA,2025-08-25,558.51,145.592525,3.83608472,EUR
TB3E8D1F97870,2025-08-29,2679.82,142.194322,18.84616487,EUR
T39000B6265BC,2025-10-02,898.74,143.790754,6.2503652,EUR
T252D8FAEDE0E,2025-11-26,453.8,156.671218,2.89653545,EUR
T2229BB46FD8E,2023-03-05,401.99,103.545716,3.88222755,EUR
T66BC3029597A,2023-06-27,260.52,99.720394,2.6124745,EUR
TFE05B5C91533,2023-07-21,388.59,107.709826,3.60779431,EUR
TA1C6BC4AA457,2023-12-28,875.43,122.210204,7.16331457,EUR
T9E44AA1559D4,2024-02-03,465.0,98.575413,4.71721455,EUR
T5FFA654B4F1C,2024-05-29,874.12,124.241244,7.03568445,EUR
T68A3BBBEB236,2024-05-30,211.72,124.07925,1.70633341,EUR
TC97CE2350A9F,2024-07-04,188.82,124.927074,1.51146164,EUR
TBB280C62826F,2024-10-25,354.25,111.896363,3.16590467,EUR
T537AF66DE0D4,2024-11-26,340.0,104.471376,3.25447476,EUR
TD53C7003F9BD,2024-11-28,304.46,111.393765,2.73318411,EUR
T4299ACC1F594,2024-12-01,170.54,114.655389,1.48739809,EUR
TB9FEAD3DD81A,2025-03-30,859.99,98.793188,8.7049619,EUR
T757C69CF18A8,2025-04-02,266.61,96.440933,2.76454073,EUR
T2AA89D69A477,2025-04-26,1019.93,110.912504,9.19582992,EUR
TD13A410363B4,2025-05-05,353.36,88.491693,3.99315639,EUR
TC75D57519A3D,2025-08-18,569.21,127.077384,4.47926348,EUR
T7EB2994E5EDA,2025-11-20,531.77,95.97112,5.5409617,EUR
T543BB12E17DF,2023-04-26,534.31,110.259065,4.8459198,EUR
TD62B2AA97560,2023-05-28,133.33,92.924837,1.43477709,EUR
T22E6861BBFBD,2023-05-29,276.19,119.112559,2.31876416,EUR
TDFA49E6FE17E,2023-07-30,154.36,83.455161,1.84961327,EUR
T0C78F463128D,2023-10-24,611.79,120.764271,5.0659603,EUR
T168B57EBAFB6,2023-12-25,122.01,84.690892,1.44064033,EUR
T7D236CA5C590,2024-03-31,174.42,117.699815,1.48186973,EUR
T695BCEF843FA,2024-04-18,522.52,113.274568,4.61288778,EUR
TA93DE6C9073A,2024-12-30,218.31,94.530556,2.3093801,EUR
T6C6FA6CA9284,2025-04-19,174.45,90.590538,1.92570164,EUR
T9C065A0F2C21,2025-09-05,690.88,76.45249,9.03678275,EUR
TC89AE8F7D81B,2023-09-22,270.31,95.697489,2.82466766,EUR
TA48BC76623CF,2023-11-21,1037.32,96.447693,10.75530104,EUR
TEFFF6E150C4F,2023-11-28,340.01,74.942805,4.53694946,EUR
T5600DB75DC83,2024-02-26,400.16,93.441527,4.2824707,EUR
T8F2691A6992E,2024-07-21,70.83,51.692625,1.37026859,EUR
T8C5841DEA154,2024-08-08,486.15,155.063874,3.13519117,EUR
TE11A36370286,2024-08-20,375.39,99.096143,3.78810929,EUR
T4D8D9CC92FD0,2024-09-25,212.56,100.796119,2.10885929,EUR
T900707E08BB8,2024-12-02,400.6,157.893311,2.53717549,EUR
T786E15265AD5,2025-01-02,397.63,105.820259,3.75760723,EUR
T0A398BE49E37,2025-01-28,158.11,138.503905,1.14158619,EUR
T4A189635E035,2025-02-02,448.91,98.754595,4.54571719,EUR
T25A047873180,2025-02-27,859.01,143.895027,5.96972382,EUR
T97B4CF693AAD,2025-04-02,295.0,94.721214,3.11440793,EUR
TBB4E2830523B,2025-04-27,182.59,55.702979,3.27790297,EUR
T4BBA8075D7E3,2025-06-02,306.36,141.419254,2.16629686,EUR
T15CC11E4ABB7,2025-06-28,664.41,89.331834,7.43750276,EUR
T2476002202C2,2025-10-24,139.52,77.930704,1.79028353,EUR
TFE589E05349F,2023-03-29,355.58,110.248773,3.22529356,EUR
TA38251029C71,2023-05-26,625.78,118.793547,5.26782001,EUR
TA0A54FD4E1C3,2023-06-17,437.06,124.726133,3.50419389,EUR
T587305D97C48,2023-09-20,306.46,119.615519,2.56202678,EUR
T06A3BB414030,2023-11-25,171.02,129.093666,1.3247602,EUR
TC25A6D171489,2024-01-05,313.81,115.365391,2.72012084,EUR
T643A2FECC547,2024-01-17,658.18,119.599192,5.50317429,EUR
TDE782DE53445,2024-02-25,239.09,126.107587,1.89590522,EUR
TF52A0B167946,2024-03-24,486.74,123.526217,3.94041398,EUR
T6E7C535A7F3D,2024-04-19,155.38,113.971106,1.36333825,EUR
T4A041858964F,2024-05-23,628.27,104.930672,5.98751844,EUR
TF87CE2C3D951,2024-09-09,442.59,99.118392,4.46524525,EUR
T62EE5A4B03A1,2024-09-24,142.07,91.663181,1.54996027,EUR
T122ED18C6630,2025-02-28,295.87,99.298105,2.97961999,EUR
T5CC671D1BA98,2025-05-26,703.81,89.992877,7.82077237,EUR
T107693CB8176,2025-06-20,136.14,87.602474,1.55402682,EUR
TECB688EBB308,2025-07-24,156.76,81.41771,1.92538829,EUR
T87F33ACB97F3,2025-09-27,332.22,76.008165,4.37090322,EUR
T962632E63BEF,2025-10-20,1733.56,77.354619,22.41052942,EUR
T0E6B3A7AFCCA,2023-02-26,343.92,98.74638,3.48284176,EUR
T28A7C98822C5,2023-03-19,38.48,93.675983,0.41072786,EUR
T63F6CF51413A,2023-05-24,1232.3,96.783491,12.73251977,EUR
T99DF7F2EB55C,2023-05-29,279.99,102.266079,2.73781881,EUR
T64283364AD3B,2023-06-25,188.76,83.002493,2.27414088,EUR
T1A8825EFF820,2023-06-27,150.63,99.720394,1.51055967,EUR
T486A08B12502,2023-07-30,271.94,90.571888,3.00252874,EUR
TBEED97C3BF5D,2023-10-26,229.49,106.429861,2.15628342,EUR
TE035EEA76692,2023-11-01,201.38,100.60388,2.0016768,EUR
T3B031900D149,2023-11-18,209.84,112.969612,1.85747788,EUR
T7232300170C9,2023-11-23,520.73,115.25815,4.51798399,EUR
TF18F1CA6FE66,2024-02-20,1604.72,108.764778,14.75405829,EUR
T46400AE391C2,2024-07-23,647.66,115.016864,5.63097772,EUR
TB6684C45AE4F,2024-08-02,812.31,98.178679,8.27379024,EUR
T91C1F96148E9,2024-12-03,263.72,115.674822,2.27981121,EUR
TA86500D0443A,2024-12-24,378.58,136.089221,2.78186474,EUR
T38D49F53803F,2025-03-27,481.93,93.909593,5.13183051,EUR
T6984ED0A476C,2025-07-05,213.42,142.260937,1.50020502,EUR
T7345B681001D,2025-07-21,254.33,149.282701,1.70368537,EUR
TA9EABB7F10D3,2025-08-18,664.38,127.077384,5.22811557,EUR
T748927AF82F2,2025-10-24,792.86,146.593969,5.40857725,EUR
TB61DDDAE7021,2025-11-09,368.15,112.408752,3.27510215,EUR
T8475585EB2A9,2023-01-26,192.9,89.651759,2.15161394,EUR
TDE15A818CAA3,2023-05-16,327.21,92.244975,3.54717284,EUR
T6F3733C2D168,2023-06-16,680.31,124.726133,5.45441825,EUR
TB44557942675,2023-09-26,330.49,117.62614,2.8096433,EUR
TBB6359025172,2023-10-26,1182.02,124.046358,9.52886801,EUR
T125B3EA4AF7F,2023-11-01,207.69,95.35491,2.17811956,EUR
T920F9788FEF9,2023-11-08,404.55,104.04471,3.88819405,EUR
T8E0721B8E6A7,2023-12-08,268.33,98.097242,2.73533066,EUR
TD8BEAB7793E5,2024-01-23,543.98,99.584312,5.46245993,EUR
T4FE12904C4D5,2024-07-08,194.75,129.940177,1.49880492,EUR
TB29223BCD4AA,2024-10-01,1485.46,156.241204,9.50749542,EUR
T5864FDF25075,2024-10-06,98.49,154.903483,0.63582724,EUR
T632BFBEF1F6C,2024-11-21,1267.17,161.089052,7.86628576,EUR
T05E67635814D,2025-02-05,374.44,96.050312,3.89834604,EUR
T65528F9D013B,2025-03-03,529.67,145.24407,3.64674876,EUR
T76999FD8807B,2025-04-23,952.25,89.121833,10.68480335,EUR
T28D50C6EA6F6,2025-05-14,665.93,139.999739,4.7566266,EUR
TB095AA8ED02E,2025-05-21,202.43,110.998824,1.82374737,EUR
T21DC15C5D0B7,2025-09-01,548.95,78.166583,7.02277256,EUR
TB3EB2926BC48,2025-11-16,1420.18,73.056285,19.43952685,EUR
T51C71789B482,2023-02-04,301.5,104.196559,2.89353764,EUR
T35ED345D337C,2023-03-02,700.36,113.623829,6.16385905,EUR
T2B5555592566,2023-03-08,189.33,110.359342,1.71554324,EUR
TE1B99899CDD1,2023-03-23,356.46,106.542144,3.34573813,EUR
T85631E426E4B,2023-03-28,324.1,88.226798,3.67349075,EUR
TAF5DCA1A9141,2023-06-19,165.03,109.809543,1.5028437,EUR
T25D815330E03,2023-08-27,133.97,114.447995,1.17058411,EUR
T56255010B165,2023-08-28,226.47,113.261825,1.9995506,EUR
T00E7082E828D,2024-02-07,385.82,97.0858,3.9740526,EUR
T79EFBF194878,2024-03-05,198.39,96.962365,2.04608062,EUR
TCB0BA708FE2A,2024-03-06,273.25,98.315097,2.77930359,EUR
T8F343FBF198F,2024-04-07,85.08,102.017214,0.83397119,EUR
T8633831B8706,2024-06-02,265.06,112.009155,2.36638887,EUR
TB4A288D1EDCC,2024-07-01,754.17,111.232206,6.78017678,EUR
T8011C6C09830,2024-10-28,593.96,92.032221,6.4538681,EUR
T96479728A98D,2024-11-23,327.91,136.715818,2.39848491,EUR
T5714EAB3EB38,2025-01-02,420.18,117.129594,3.58727097,EUR
TD45C828DED16,2025-01-29,188.06,118.02005,1.59342109,EUR
T087AE1FA18BA,2025-04-01,1183.54,97.328977,12.16016456,EUR
TDF53D606A437,2025-06-01,1650.37,131.602389,12.54058094,EUR
T7E26BE11F073,2025-06-28,396.05,145.865323,2.7152041,EUR
